num_nodes,num_edges,branching_factor,solution_depth,heuristic_available,density,best_algorithm
18,83,9.222,1,0,0.5425,BFS
19,114,12.0,10,1,0.6667,ASTAR
50,807,32.28,4,1,0.6588,ASTAR
21,132,12.571,6,1,0.6286,ASTAR
27,245,18.148,9,0,0.698,DFS
15,53,7.067,7,1,0.5048,ASTAR
50,211,8.44,2,0,0.1722,BFS
20,166,16.6,1,0,0.8737,BFS
45,548,24.356,1,1,0.5535,ASTAR
18,139,15.444,8,0,0.9085,DFS
49,437,17.837,1,1,0.3716,HILL
32,156,9.75,9,0,0.3145,DFS
20,153,15.3,4,0,0.8053,BFS
18,148,16.444,6,0,0.9673,HILL
20,114,11.4,2,1,0.6,ASTAR
25,300,24.0,2,1,1.0,ASTAR
28,162,11.571,4,0,0.4286,BFS
46,448,19.478,4,1,0.4329,HILL
42,77,3.667,8,1,0.0894,DFS
10,39,7.8,6,1,0.8667,ASTAR
10,32,6.4,3,1,0.7111,ASTAR
16,70,8.75,8,0,0.5833,DFS
42,198,9.429,7,0,0.23,DFS
10,19,3.8,5,0,0.4222,ASTAR
29,214,14.759,7,0,0.5271,DFS
27,81,6.0,8,1,0.2308,DFS
32,413,25.812,7,0,0.8327,DFS
22,49,4.455,4,1,0.2121,HILL
35,465,26.571,6,0,0.7815,DFS
22,143,13.0,5,0,0.619,HILL
18,100,11.111,7,1,0.6536,ASTAR
16,116,14.5,1,0,0.9667,BFS
42,54,2.571,4,0,0.0627,BFS
31,249,16.065,10,0,0.5355,DFS
28,171,12.214,8,0,0.4524,DFS
25,102,8.16,9,0,0.34,DFS
17,126,14.824,5,0,0.9265,HILL
22,142,12.909,2,0,0.6147,BFS
47,350,14.894,4,0,0.3238,BFS
12,28,4.667,4,0,0.4242,BFS
49,456,18.612,2,0,0.3878,BFS
43,355,16.512,4,0,0.3931,BFS
40,101,5.05,9,1,0.1295,DFS
29,84,5.793,5,1,0.2069,ASTAR
32,395,24.688,7,0,0.7964,DFS
13,35,5.385,1,0,0.4487,BFS
30,137,9.133,5,1,0.3149,ASTAR
48,253,10.542,7,0,0.2243,DFS
41,412,20.098,6,1,0.5024,ASTAR
10,45,9.0,3,1,1.0,ASTAR
33,412,24.97,10,1,0.7803,ASTAR
27,133,9.852,10,1,0.3789,ASTAR
16,31,3.875,10,0,0.2583,DFS
22,70,6.364,8,0,0.303,DFS
44,676,30.727,6,1,0.7146,ASTAR
22,157,14.273,3,0,0.6797,BFS
36,598,33.222,5,1,0.9492,ASTAR
38,681,35.842,2,1,0.9687,ASTAR
36,571,31.722,9,0,0.9063,DFS
27,92,6.815,5,0,0.2621,BFS
13,36,5.538,7,1,0.4615,ASTAR
42,117,5.571,3,1,0.1359,HILL
34,432,25.412,7,1,0.7701,ASTAR
10,20,4.0,10,0,0.4444,DFS
10,42,8.4,8,1,0.9333,ASTAR
24,98,8.167,5,0,0.3551,BFS
44,286,13.0,5,0,0.3023,ASTAR
18,86,9.556,1,0,0.5621,BFS
23,158,13.739,2,0,0.6245,BFS
50,804,32.16,6,0,0.6563,DFS
45,314,13.956,3,1,0.3172,HILL
28,193,13.786,1,0,0.5106,BFS
24,210,17.5,5,0,0.7609,BFS
44,716,32.545,10,0,0.7569,DFS
34,296,17.412,10,0,0.5276,DFS
24,106,8.833,5,0,0.3841,HILL
19,132,13.895,4,1,0.7719,ASTAR
40,134,6.7,8,0,0.1718,DFS
21,68,6.476,10,1,0.3238,DFS
21,185,17.619,5,0,0.881,DFS
35,226,12.914,2,0,0.3798,BFS
25,256,20.48,7,0,0.8533,DFS
18,20,2.222,10,0,0.1307,DFS
11,17,3.091,1,0,0.3091,BFS
15,48,6.4,3,0,0.4571,BFS
10,16,3.2,9,1,0.3556,ASTAR
15,39,5.2,3,1,0.3714,HILL
38,204,10.737,5,1,0.2902,ASTAR
25,52,4.16,9,1,0.1733,DFS
17,18,2.118,1,0,0.1324,BFS
16,80,10.0,7,0,0.6667,DFS
24,29,2.417,4,1,0.1051,HILL
32,366,22.875,5,0,0.7379,DFS
34,148,8.706,8,0,0.2638,DFS
24,49,4.083,5,1,0.1775,ASTAR
31,90,5.806,6,0,0.1935,BFS
48,356,14.833,3,1,0.3156,HILL
48,418,17.417,7,0,0.3706,DFS
29,347,23.931,5,1,0.8547,ASTAR
27,281,20.815,6,1,0.8006,ASTAR
14,13,1.857,3,0,0.1429,BFS
34,490,28.824,8,0,0.8734,DFS
37,321,17.351,3,0,0.482,BFS
18,63,7.0,7,1,0.4118,ASTAR
37,528,28.541,7,1,0.7928,ASTAR
25,220,17.6,7,1,0.7333,ASTAR
41,585,28.537,9,0,0.7134,DFS
47,909,38.681,9,0,0.8409,DFS
25,209,16.72,1,0,0.6967,BFS
11,33,6.0,9,1,0.6,ASTAR
17,23,2.706,6,1,0.1691,ASTAR
18,92,10.222,8,0,0.6013,DFS
45,978,43.467,7,0,0.9879,DFS
24,37,3.083,3,0,0.1341,BFS
19,114,12.0,1,1,0.6667,ASTAR
16,99,12.375,10,0,0.825,DFS
48,370,15.417,1,0,0.328,BFS
15,45,6.0,2,0,0.4286,BFS
36,188,10.444,3,1,0.2984,HILL
43,757,35.209,5,1,0.8383,ASTAR
31,257,16.581,1,1,0.5527,ASTAR
13,16,2.462,10,0,0.2051,DFS
10,35,7.0,7,1,0.7778,ASTAR
26,317,24.385,9,1,0.9754,ASTAR
37,196,10.595,5,0,0.2943,BFS
18,71,7.889,7,0,0.4641,DFS
21,210,20.0,9,0,1.0,DFS
39,526,26.974,6,1,0.7099,ASTAR
20,32,3.2,6,1,0.1684,ASTAR
16,28,3.5,2,1,0.2333,HILL
31,44,2.839,4,1,0.0946,HILL
16,23,2.875,4,0,0.1917,BFS
29,124,8.552,9,0,0.3054,DFS
12,26,4.333,5,0,0.3939,BFS
46,854,37.13,8,0,0.8251,DFS
15,53,7.067,1,1,0.5048,HILL
35,546,31.2,4,1,0.9176,ASTAR
32,97,6.062,2,1,0.1956,HILL
42,144,6.857,9,0,0.1672,DFS
34,521,30.647,10,0,0.9287,DFS
19,136,14.316,2,0,0.7953,BFS
24,249,20.75,4,0,0.9022,BFS
20,147,14.7,9,1,0.7737,ASTAR
18,103,11.444,5,1,0.6732,ASTAR
37,76,4.108,7,0,0.1141,DFS
49,201,8.204,3,1,0.1709,HILL
10,19,3.8,5,0,0.4222,HILL
30,115,7.667,5,0,0.2644,BFS
46,417,18.13,6,0,0.4029,DFS
39,302,15.487,8,1,0.4076,ASTAR
38,702,36.947,3,0,0.9986,BFS
41,80,3.902,6,1,0.0976,ASTAR
49,312,12.735,8,1,0.2653,DFS
49,690,28.163,6,0,0.5867,DFS
42,501,23.857,5,0,0.5819,DFS
13,43,6.615,9,0,0.5513,DFS
16,52,6.5,7,0,0.4333,DFS
14,41,5.857,7,1,0.4505,ASTAR
32,269,16.812,8,1,0.5423,ASTAR
21,207,19.714,2,1,0.9857,ASTAR
22,123,11.182,6,0,0.5325,HILL
23,201,17.478,8,0,0.7945,DFS
12,45,7.5,3,1,0.6818,ASTAR
23,103,8.957,10,0,0.4071,DFS
34,96,5.647,6,1,0.1711,ASTAR
23,35,3.043,4,0,0.1383,BFS
37,312,16.865,5,0,0.4685,BFS
27,233,17.259,2,1,0.6638,ASTAR
38,466,24.526,9,0,0.6629,DFS
26,119,9.154,1,0,0.3662,BFS
37,386,20.865,5,0,0.5796,DFS
36,528,29.333,8,0,0.8381,DFS
37,399,21.568,10,1,0.5991,ASTAR
45,845,37.556,10,0,0.8535,DFS
47,342,14.553,6,1,0.3164,ASTAR
39,189,9.692,8,1,0.2551,DFS
36,304,16.889,9,0,0.4825,DFS
18,132,14.667,10,0,0.8627,DFS
22,128,11.636,9,0,0.5541,DFS
23,111,9.652,4,0,0.4387,BFS
46,1023,44.478,1,1,0.9884,ASTAR
11,29,5.273,5,0,0.5273,HILL
36,455,25.278,6,1,0.7222,ASTAR
37,571,30.865,6,0,0.8574,DFS
39,476,24.41,6,0,0.6424,DFS
20,157,15.7,7,1,0.8263,ASTAR
37,326,17.622,10,0,0.4895,DFS
16,26,3.25,1,1,0.2167,HILL
49,1163,47.469,2,1,0.9889,ASTAR
12,53,8.833,5,1,0.803,ASTAR
39,602,30.872,7,0,0.8124,DFS
40,166,8.3,6,1,0.2128,ASTAR
35,41,2.343,6,0,0.0689,BFS
27,161,11.926,5,1,0.4587,ASTAR
10,36,7.2,1,0,0.8,BFS
33,462,28.0,9,1,0.875,ASTAR
46,485,21.087,4,1,0.4686,HILL
35,86,4.914,10,1,0.1445,DFS
50,848,33.92,3,1,0.6922,ASTAR
43,204,9.488,7,0,0.2259,DFS
18,146,16.222,2,1,0.9542,ASTAR
50,581,23.24,9,0,0.4743,DFS
23,45,3.913,2,0,0.1779,BFS
50,362,14.48,1,0,0.2955,BFS
11,18,3.273,8,1,0.3273,DFS
24,99,8.25,4,0,0.3587,BFS
34,299,17.588,1,1,0.533,HILL
19,23,2.421,10,0,0.1345,DFS
48,298,12.417,2,0,0.2642,BFS
21,43,4.095,2,1,0.2048,HILL
23,122,10.609,2,1,0.4822,HILL
36,110,6.111,8,0,0.1746,DFS
36,419,23.278,6,1,0.6651,ASTAR
21,96,9.143,1,0,0.4571,BFS
50,113,4.52,2,1,0.0922,HILL
40,667,33.35,10,0,0.8551,DFS
26,87,6.692,4,0,0.2677,BFS
43,566,26.326,3,0,0.6268,BFS
17,131,15.412,4,0,0.9632,BFS
24,44,3.667,3,1,0.1594,HILL
22,44,4.0,6,1,0.1905,ASTAR
41,486,23.707,9,1,0.5927,ASTAR
26,113,8.692,4,1,0.3477,HILL
16,89,11.125,10,1,0.7417,ASTAR
23,206,17.913,8,1,0.8142,ASTAR
37,646,34.919,5,1,0.97,ASTAR
48,831,34.625,7,0,0.7367,DFS
33,491,29.758,2,1,0.9299,ASTAR
12,43,7.167,5,1,0.6515,ASTAR
43,402,18.698,7,0,0.4452,DFS
30,248,16.533,3,1,0.5701,ASTAR
23,190,16.522,6,1,0.751,ASTAR
30,91,6.067,1,1,0.2092,HILL
31,139,8.968,8,1,0.2989,DFS
45,111,4.933,7,1,0.1121,ASTAR
43,264,12.279,2,1,0.2924,HILL
14,86,12.286,7,1,0.9451,ASTAR
30,130,8.667,4,0,0.2989,BFS
41,87,4.244,5,1,0.1061,ASTAR
38,212,11.158,10,1,0.3016,DFS
25,34,2.72,5,0,0.1133,BFS
46,49,2.13,8,1,0.0473,DFS
35,71,4.057,9,0,0.1193,DFS
11,14,2.545,8,0,0.2545,DFS
36,343,19.056,5,1,0.5444,ASTAR
35,115,6.571,9,1,0.1933,DFS
13,62,9.538,5,1,0.7949,ASTAR
17,123,14.471,6,0,0.9044,BFS
10,18,3.6,2,1,0.4,HILL
37,267,14.432,3,0,0.4009,BFS
33,449,27.212,9,0,0.8504,DFS
13,45,6.923,1,0,0.5769,BFS
29,66,4.552,5,1,0.1626,ASTAR
34,309,18.176,3,0,0.5508,BFS
17,32,3.765,6,0,0.2353,BFS
36,492,27.333,2,0,0.781,BFS
41,327,15.951,6,1,0.3988,ASTAR
26,176,13.538,2,1,0.5415,HILL
25,129,10.32,2,0,0.43,BFS
13,39,6.0,1,0,0.5,BFS
34,225,13.235,8,0,0.4011,DFS
47,687,29.234,5,1,0.6355,ASTAR
42,149,7.095,3,0,0.1731,BFS
34,496,29.176,10,0,0.8841,DFS
22,38,3.455,5,1,0.1645,ASTAR
29,323,22.276,2,0,0.7956,BFS
16,110,13.75,2,0,0.9167,BFS
39,229,11.744,5,0,0.309,HILL
32,166,10.375,2,0,0.3347,BFS
23,60,5.217,7,1,0.2372,ASTAR
13,68,10.462,5,1,0.8718,ASTAR
34,465,27.353,4,1,0.8289,ASTAR
21,172,16.381,5,1,0.819,ASTAR
16,102,12.75,1,0,0.85,BFS
24,52,4.333,1,0,0.1884,BFS
25,57,4.56,9,0,0.19,DFS
49,876,35.755,7,1,0.7449,ASTAR
27,279,20.667,4,0,0.7949,BFS
32,357,22.312,5,1,0.7198,ASTAR
16,38,4.75,9,1,0.3167,DFS
25,111,8.88,6,0,0.37,ASTAR
39,183,9.385,1,1,0.247,HILL
11,21,3.818,5,0,0.3818,BFS
48,768,32.0,8,0,0.6809,DFS
25,265,21.2,2,0,0.8833,BFS
46,741,32.217,5,0,0.7159,DFS
20,56,5.6,2,0,0.2947,BFS
31,261,16.839,8,1,0.5613,ASTAR
26,274,21.077,5,1,0.8431,ASTAR
32,185,11.562,6,1,0.373,ASTAR
43,787,36.605,1,0,0.8715,BFS
24,191,15.917,3,1,0.692,ASTAR
25,244,19.52,6,0,0.8133,DFS
22,117,10.636,2,1,0.5065,HILL
44,503,22.864,9,0,0.5317,DFS
32,485,30.312,6,1,0.9778,ASTAR
27,184,13.63,4,0,0.5242,BFS
31,457,29.484,10,0,0.9828,DFS
39,618,31.692,6,1,0.834,ASTAR
10,41,8.2,3,1,0.9111,ASTAR
43,338,15.721,10,0,0.3743,DFS
28,60,4.286,5,0,0.1587,BFS
23,94,8.174,10,0,0.3715,DFS
29,30,2.069,7,1,0.0739,ASTAR
10,13,2.6,5,0,0.2889,BFS
28,284,20.286,9,0,0.7513,DFS
27,99,7.333,4,1,0.2821,HILL
15,51,6.8,4,0,0.4857,BFS
32,158,9.875,7,1,0.3185,ASTAR
16,48,6.0,5,1,0.4,ASTAR
37,366,19.784,10,0,0.5495,DFS
22,85,7.727,3,1,0.368,HILL
29,184,12.69,2,1,0.4532,HILL
50,993,39.72,9,0,0.8106,DFS
37,134,7.243,3,1,0.2012,HILL
42,742,35.333,6,1,0.8618,ASTAR
39,468,24.0,7,1,0.6316,ASTAR
45,71,3.156,7,0,0.0717,DFS
49,667,27.224,4,1,0.5672,ASTAR
44,622,28.273,5,0,0.6575,DFS
35,162,9.257,7,0,0.2723,DFS
43,513,23.86,1,0,0.5681,BFS
16,57,7.125,10,0,0.475,DFS
46,538,23.391,6,0,0.5198,DFS
47,154,6.553,4,0,0.1425,BFS
41,179,8.732,4,0,0.2183,BFS
29,396,27.31,1,1,0.9754,ASTAR
22,50,4.545,2,0,0.2165,BFS
17,82,9.647,2,0,0.6029,BFS
40,64,3.2,9,1,0.0821,DFS
17,54,6.353,7,1,0.3971,ASTAR
25,157,12.56,10,1,0.5233,ASTAR
49,300,12.245,7,0,0.2551,DFS
21,56,5.333,4,0,0.2667,BFS
44,248,11.273,8,1,0.2622,DFS
16,90,11.25,8,1,0.75,ASTAR
35,429,24.514,2,1,0.721,ASTAR
37,187,10.108,1,1,0.2808,HILL
46,443,19.261,1,1,0.428,HILL
49,958,39.102,1,1,0.8146,ASTAR
39,507,26.0,5,0,0.6842,DFS
32,287,17.938,9,0,0.5786,DFS
43,441,20.512,9,0,0.4884,DFS
19,108,11.368,10,1,0.6316,ASTAR
18,88,9.778,5,1,0.5752,ASTAR
40,424,21.2,8,0,0.5436,DFS
42,835,39.762,9,1,0.9698,ASTAR
30,330,22.0,10,1,0.7586,ASTAR
35,103,5.886,1,0,0.1731,BFS
20,78,7.8,2,0,0.4105,BFS
40,370,18.5,4,0,0.4744,BFS
21,206,19.619,7,1,0.981,ASTAR
13,44,6.769,2,0,0.5641,BFS
14,69,9.857,6,0,0.7582,ASTAR
16,104,13.0,8,1,0.8667,ASTAR
50,1224,48.96,9,0,0.9992,DFS
41,488,23.805,5,0,0.5951,DFS
20,130,13.0,9,0,0.6842,DFS
11,50,9.091,2,0,0.9091,BFS
18,18,2.0,6,1,0.1176,ASTAR
14,56,8.0,3,1,0.6154,ASTAR
23,168,14.609,8,1,0.664,ASTAR
45,917,40.756,3,0,0.9263,BFS
50,819,32.76,2,0,0.6686,BFS
43,347,16.14,2,0,0.3843,BFS
13,54,8.308,1,0,0.6923,BFS
28,155,11.071,7,1,0.4101,ASTAR
20,92,9.2,2,0,0.4842,BFS
49,1072,43.755,5,1,0.9116,ASTAR
44,757,34.409,2,1,0.8002,ASTAR
26,40,3.077,1,1,0.1231,HILL
22,106,9.636,1,0,0.4589,BFS
31,417,26.903,1,0,0.8968,BFS
46,971,42.217,10,0,0.9382,DFS
14,66,9.429,10,0,0.7253,DFS
40,171,8.55,5,0,0.2192,BFS
41,559,27.268,4,1,0.6817,ASTAR
29,144,9.931,1,0,0.3547,BFS
22,157,14.273,10,1,0.6797,ASTAR
11,45,8.182,8,0,0.8182,DFS
34,161,9.471,7,1,0.287,ASTAR
17,72,8.471,2,1,0.5294,HILL
31,253,16.323,1,0,0.5441,BFS
47,66,2.809,4,1,0.0611,HILL
44,624,28.364,1,0,0.6596,BFS
25,53,4.24,2,0,0.1767,BFS
21,92,8.762,1,1,0.4381,HILL
25,173,13.84,3,1,0.5767,ASTAR
17,100,11.765,2,0,0.7353,BFS
44,253,11.5,8,1,0.2674,DFS
24,136,11.333,5,1,0.4928,ASTAR
28,361,25.786,4,1,0.955,ASTAR
44,558,25.364,2,0,0.5899,BFS
36,532,29.556,5,0,0.8444,DFS
18,150,16.667,4,1,0.9804,ASTAR
23,53,4.609,6,0,0.2095,BFS
25,249,19.92,8,0,0.83,DFS
12,28,4.667,5,1,0.4242,ASTAR
15,21,2.8,5,1,0.2,ASTAR
34,426,25.059,8,0,0.7594,DFS
34,221,13.0,7,0,0.3939,DFS
12,45,7.5,6,0,0.6818,ASTAR
26,135,10.385,1,1,0.4154,HILL
49,936,38.204,7,0,0.7959,DFS
45,441,19.6,5,1,0.4455,ASTAR
46,832,36.174,9,1,0.8039,ASTAR
34,511,30.059,4,0,0.9109,BFS
27,166,12.296,2,0,0.4729,BFS
28,199,14.214,10,1,0.5265,ASTAR
27,211,15.63,5,1,0.6011,ASTAR
48,72,3.0,2,1,0.0638,HILL
30,164,10.933,3,1,0.377,HILL
38,46,2.421,8,0,0.0654,DFS
40,692,34.6,9,0,0.8872,DFS
47,208,8.851,5,1,0.1924,ASTAR
38,221,11.632,5,1,0.3144,ASTAR
41,170,8.293,4,0,0.2073,BFS
49,149,6.082,4,0,0.1267,BFS
21,195,18.571,9,1,0.9286,ASTAR
12,46,7.667,4,0,0.697,BFS
26,156,12.0,1,1,0.48,HILL
12,49,8.167,4,1,0.7424,ASTAR
42,495,23.571,2,0,0.5749,BFS
30,321,21.4,6,1,0.7379,ASTAR
37,325,17.568,3,0,0.488,BFS
33,203,12.303,7,1,0.3845,ASTAR
28,345,24.643,1,0,0.9127,BFS
28,103,7.357,10,0,0.2725,DFS
23,228,19.826,6,1,0.9012,ASTAR
34,66,3.882,3,1,0.1176,HILL
15,23,3.067,4,1,0.219,HILL
17,124,14.588,9,0,0.9118,DFS
43,574,26.698,8,1,0.6357,ASTAR
46,345,15.0,4,1,0.3333,HILL
33,150,9.091,8,1,0.2841,DFS
17,104,12.235,4,1,0.7647,ASTAR
36,405,22.5,2,1,0.6429,ASTAR
14,59,8.429,8,0,0.6484,DFS
36,270,15.0,10,0,0.4286,DFS
25,232,18.56,10,0,0.7733,DFS
28,201,14.357,6,0,0.5317,HILL
42,192,9.143,10,1,0.223,DFS
22,67,6.091,8,0,0.29,DFS
36,304,16.889,9,1,0.4825,ASTAR
18,25,2.778,7,0,0.1634,DFS
14,29,4.143,9,1,0.3187,DFS
32,96,6.0,7,0,0.1935,DFS
17,59,6.941,6,0,0.4338,BFS
14,58,8.286,8,1,0.6374,ASTAR
37,332,17.946,8,0,0.4985,DFS
47,217,9.234,3,0,0.2007,BFS
33,377,22.848,8,1,0.714,ASTAR
21,150,14.286,10,1,0.7143,ASTAR
16,44,5.5,5,1,0.3667,ASTAR
46,575,25.0,9,1,0.5556,ASTAR
34,359,21.118,3,0,0.6399,BFS
23,132,11.478,9,1,0.5217,ASTAR
49,691,28.204,2,1,0.5876,ASTAR
17,52,6.118,5,1,0.3824,ASTAR
20,92,9.2,5,0,0.4842,ASTAR
19,42,4.421,4,0,0.2456,BFS
12,45,7.5,9,0,0.6818,DFS
11,33,6.0,4,1,0.6,ASTAR
46,481,20.913,8,0,0.4647,DFS
28,83,5.929,2,1,0.2196,HILL
41,309,15.073,2,0,0.3768,BFS
17,61,7.176,2,0,0.4485,BFS
30,109,7.267,9,1,0.2506,DFS
50,1099,43.96,2,1,0.8971,ASTAR
12,38,6.333,2,1,0.5758,ASTAR
45,720,32.0,1,0,0.7273,BFS
47,816,34.723,4,0,0.7549,BFS
19,142,14.947,3,1,0.8304,ASTAR
22,183,16.636,2,0,0.7922,BFS
14,75,10.714,9,0,0.8242,DFS
12,37,6.167,5,1,0.5606,ASTAR
25,202,16.16,8,0,0.6733,DFS
24,247,20.583,5,1,0.8949,ASTAR
50,852,34.08,10,1,0.6955,ASTAR
28,76,5.429,4,0,0.2011,BFS
28,241,17.214,8,1,0.6376,ASTAR
37,154,8.324,3,1,0.2312,HILL
17,60,7.059,7,0,0.4412,DFS
40,539,26.95,10,1,0.691,ASTAR
11,28,5.091,5,0,0.5091,HILL
13,53,8.154,5,1,0.6795,ASTAR
38,472,24.842,7,1,0.6714,ASTAR
27,274,20.296,4,1,0.7806,ASTAR
12,30,5.0,8,1,0.4545,ASTAR
20,156,15.6,4,0,0.8211,BFS
49,723,29.51,3,0,0.6148,BFS
11,34,6.182,2,1,0.6182,ASTAR
45,108,4.8,1,0,0.1091,BFS
22,61,5.545,9,1,0.2641,DFS
24,97,8.083,3,1,0.3514,HILL
23,163,14.174,4,0,0.6443,BFS
11,43,7.818,2,1,0.7818,ASTAR
12,21,3.5,5,1,0.3182,ASTAR
50,555,22.2,1,1,0.4531,HILL
34,443,26.059,3,1,0.7897,ASTAR
14,22,3.143,9,1,0.2418,DFS
44,662,30.091,3,0,0.6998,BFS
35,232,13.257,10,1,0.3899,ASTAR
37,560,30.27,1,1,0.8408,ASTAR
22,46,4.182,5,1,0.1991,ASTAR
37,131,7.081,4,1,0.1967,HILL
40,330,16.5,9,0,0.4231,DFS
41,785,38.293,7,1,0.9573,ASTAR
16,72,9.0,4,0,0.6,BFS
24,137,11.417,6,1,0.4964,ASTAR
29,198,13.655,3,0,0.4877,BFS
20,72,7.2,8,0,0.3789,DFS
35,518,29.6,9,0,0.8706,DFS
41,298,14.537,7,1,0.3634,ASTAR
19,27,2.842,6,1,0.1579,ASTAR
27,133,9.852,9,1,0.3789,ASTAR
30,362,24.133,4,1,0.8322,ASTAR
40,565,28.25,9,0,0.7244,DFS
37,115,6.216,7,0,0.1727,DFS
20,152,15.2,2,0,0.8,BFS
17,20,2.353,7,1,0.1471,ASTAR
43,540,25.116,3,1,0.598,ASTAR
28,87,6.214,7,1,0.2302,ASTAR
27,293,21.704,6,1,0.8348,ASTAR
20,55,5.5,5,0,0.2895,BFS
33,297,18.0,10,1,0.5625,ASTAR
23,106,9.217,3,0,0.419,BFS
40,49,2.45,6,1,0.0628,ASTAR
40,107,5.35,1,1,0.1372,HILL
22,198,18.0,2,1,0.8571,ASTAR
13,71,10.923,10,0,0.9103,DFS
50,1194,47.76,4,1,0.9747,ASTAR
22,91,8.273,5,1,0.3939,ASTAR
29,216,14.897,10,1,0.532,ASTAR
45,598,26.578,4,0,0.604,BFS
16,108,13.5,4,1,0.9,ASTAR
46,149,6.478,3,1,0.144,HILL
47,613,26.085,10,1,0.5671,ASTAR
10,24,4.8,4,0,0.5333,BFS
49,348,14.204,3,0,0.2959,BFS
10,30,6.0,2,0,0.6667,BFS
38,472,24.842,8,1,0.6714,ASTAR
17,46,5.412,9,1,0.3382,DFS
34,518,30.471,6,1,0.9234,ASTAR
30,300,20.0,2,0,0.6897,BFS
50,617,24.68,3,1,0.5037,HILL
41,751,36.634,5,0,0.9159,DFS
37,392,21.189,3,0,0.5886,BFS
39,724,37.128,6,1,0.9771,ASTAR
45,941,41.822,4,1,0.9505,ASTAR
10,22,4.4,8,1,0.4889,ASTAR
10,29,5.8,6,0,0.6444,ASTAR
42,54,2.571,10,1,0.0627,DFS
27,271,20.074,7,0,0.7721,DFS
26,165,12.692,1,0,0.5077,BFS
40,661,33.05,8,1,0.8474,ASTAR
44,869,39.5,2,0,0.9186,BFS
49,361,14.735,3,0,0.307,BFS
17,23,2.706,8,0,0.1691,DFS
44,327,14.864,4,0,0.3457,BFS
30,392,26.133,3,1,0.9011,ASTAR
35,460,26.286,1,0,0.7731,BFS
42,192,9.143,5,0,0.223,BFS
12,28,4.667,10,0,0.4242,DFS
36,212,11.778,1,1,0.3365,HILL
32,91,5.688,6,1,0.1835,ASTAR
15,86,11.467,8,0,0.819,DFS
15,37,4.933,2,0,0.3524,BFS
50,90,3.6,3,0,0.0735,BFS
33,267,16.182,2,0,0.5057,BFS
22,212,19.273,3,1,0.9177,ASTAR
28,118,8.429,5,0,0.3122,HILL
24,236,19.667,4,1,0.8551,ASTAR
21,95,9.048,5,1,0.4524,ASTAR
41,403,19.659,10,1,0.4915,ASTAR
43,502,23.349,3,0,0.5559,BFS
47,835,35.532,3,0,0.7724,BFS
37,391,21.135,5,0,0.5871,DFS
42,605,28.81,5,0,0.7027,DFS
23,88,7.652,4,1,0.3478,HILL
17,82,9.647,3,1,0.6029,ASTAR
47,707,30.085,6,1,0.654,ASTAR
12,31,5.167,2,1,0.4697,HILL
10,20,4.0,7,1,0.4444,ASTAR
16,38,4.75,6,1,0.3167,ASTAR
44,233,10.591,1,1,0.2463,HILL
39,645,33.077,10,1,0.8704,ASTAR
40,288,14.4,5,1,0.3692,ASTAR
40,733,36.65,7,1,0.9397,ASTAR
24,218,18.167,9,0,0.7899,DFS
27,321,23.778,7,0,0.9145,DFS
20,95,9.5,10,0,0.5,DFS
46,814,35.391,3,0,0.7865,BFS
13,23,3.538,5,0,0.2949,BFS
39,443,22.718,3,1,0.5978,ASTAR
19,69,7.263,3,1,0.4035,HILL
21,80,7.619,4,1,0.381,HILL
25,102,8.16,9,1,0.34,DFS
20,107,10.7,2,1,0.5632,ASTAR
35,251,14.343,8,1,0.4218,ASTAR
25,73,5.84,7,0,0.2433,DFS
18,119,13.222,6,1,0.7778,ASTAR
37,647,34.973,7,0,0.9715,DFS
47,101,4.298,4,0,0.0934,BFS
33,217,13.152,6,0,0.411,HILL
14,42,6.0,3,1,0.4615,HILL
23,99,8.609,7,0,0.3913,DFS
21,128,12.19,3,1,0.6095,ASTAR
40,74,3.7,5,1,0.0949,ASTAR
35,563,32.171,2,1,0.9462,ASTAR
32,382,23.875,2,1,0.7702,ASTAR
10,20,4.0,6,0,0.4444,HILL
39,49,2.513,8,1,0.0661,DFS
13,50,7.692,7,1,0.641,ASTAR
17,93,10.941,8,1,0.6838,ASTAR
31,462,29.806,9,1,0.9935,ASTAR
21,128,12.19,9,1,0.6095,ASTAR
15,33,4.4,1,1,0.3143,HILL
47,574,24.426,4,1,0.531,HILL
39,326,16.718,1,0,0.4399,BFS
39,413,21.179,1,1,0.5574,ASTAR
31,375,24.194,5,0,0.8065,DFS
21,95,9.048,6,1,0.4524,ASTAR
30,181,12.067,1,0,0.4161,BFS
12,45,7.5,7,0,0.6818,DFS
44,139,6.318,3,0,0.1469,BFS
37,317,17.135,6,1,0.476,ASTAR
25,292,23.36,10,1,0.9733,ASTAR
30,219,14.6,1,0,0.5034,BFS
50,256,10.24,7,0,0.209,DFS
50,667,26.68,7,1,0.5445,ASTAR
26,65,5.0,7,0,0.2,DFS
46,312,13.565,5,0,0.3014,BFS
33,325,19.697,8,0,0.6155,DFS
37,317,17.135,3,1,0.476,HILL
12,49,8.167,7,0,0.7424,DFS
27,28,2.074,7,0,0.0798,DFS
36,167,9.278,5,1,0.2651,ASTAR
50,700,28.0,2,0,0.5714,BFS
30,142,9.467,2,1,0.3264,HILL
48,990,41.25,10,1,0.8777,ASTAR
31,307,19.806,7,1,0.6602,ASTAR
10,31,6.2,6,1,0.6889,ASTAR
38,192,10.105,8,1,0.2731,DFS
20,118,11.8,5,1,0.6211,ASTAR
